,alg_name,dataset_name,Accuracy__test_median,Accuracy__test_mean,time__train_median,time__train_mean,Accuracy__test_mean_min,Accuracy__test_mean_max,normalized_Accuracy__test_mean,Accuracy_rank_mean,normalized_F1__test_mean,F1_rank_mean,F1__test_mean_min,F1__test_mean_max,normalized_Log Loss__test_mean,Log Loss_rank_mean,Log Loss__test_mean_min,Log Loss__test_mean_max,alg_type
0,CatBoost,openml__Australian__146818,0.8695652173913043,0.872463768115942,1.347650415500004,1.3936433296000044,0.7115942028985507,0.872463768115942,1.0,1.0,1.0,1.0,0.7115942028985507,0.872463768115942,0.0,1.0,0.3026770878904542,0.7559201271042675,gbdt
1,CatBoost,openml__Click_prediction_small__190408,0.8396545067914764,0.8385651255356125,14.031592825999951,16.12621326799999,0.8315810637107101,0.8385651255356125,1.0,1.0,1.0,1.0,0.8315810637107101,0.8385651255356125,0.0,1.0,0.4098558374820949,5.816983981635125,gbdt
2,CatBoost,openml__LED-display-domain-7digit__125921,0.72,0.728,0.6964047699999867,1.113755037399994,0.698,0.736,0.7894736842105263,4.0,0.6934123978761247,5.0,0.6970463203463203,0.7316089022089022,0.0,1.0,0.8274094934397457,2.539521226992319,gbdt
3,CatBoost,openml__MiceProtein__146800,0.9814814814814816,0.9805555555555555,2.0736271294999895,3.3071409763000057,0.6611111111111111,0.9981481481481481,0.9478021978021978,7.0,0.954091186605866,7.0,0.614618081477042,0.9981467764060357,0.0767444555418971,9.0,0.011986852568435496,1.380436728528355,gbdt
4,CatBoost,openml__PhishingWebsites__14952,0.9611035650871839,0.9605606604862004,5.313640600500037,5.994809734300011,0.9272734488147742,0.9729533682996081,0.7287055679351138,12.0,0.7287055679351138,12.0,0.9272734488147742,0.9729533682996081,0.14807366602466096,8.0,0.07000450075671823,0.19244295580220658,gbdt
5,CatBoost,openml__Satellite__167211,0.9941176470588236,0.9935294117647059,0.7455701290000007,1.8813299843999958,0.9864705882352942,0.9949019607843137,0.8372093023255823,5.0,0.8372093023255823,5.0,0.9864705882352942,0.9949019607843137,0.05784787702822638,7.0,0.01834865319974004,0.11479747607867456,gbdt
6,CatBoost,openml__SpeedDating__146607,0.8675417661097853,0.8663183662529264,20.61454468049942,34.47573355979976,0.8343283348018125,0.8710900676640918,0.8701992251278877,3.0,0.8701992251278877,3.0,0.8343283348018125,0.8710900676640918,0.061234541633258754,2.0,0.30133645924266705,0.44031670985149046,gbdt
7,CatBoost,openml__acute-inflammations__10089,1.0,1.0,0.20270560600000032,0.19936409429999996,0.6,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.0005944484937146411,6.0,9.992007221626413e-16,1.774645974048077,gbdt
8,CatBoost,openml__ada_agnostic__3896,0.8554215133018541,0.8542304886943837,0.40638998299998974,0.9861071167999966,0.79899564282698,0.8575214019732045,0.9437698318342428,2.0,0.9437698318342409,2.0,0.79899564282698,0.8575214019732045,0.0007960252177624453,2.0,0.32132847671297876,0.46225408321892913,gbdt
9,CatBoost,openml__adult-census__3953,0.8699324324324325,0.8705200724351784,2.9230148604999613,2.8185693418000115,0.7844351402648916,0.871441467215953,0.9894100255342024,3.0,0.9894100255342024,3.0,0.7844351402648917,0.871441467215953,0.02467877219382223,3.0,0.2796462000579491,0.5126838624728662,gbdt
10,CatBoost,openml__analcatdata_authorship__3549,0.976330532212885,0.9797899159663865,1.2634012835000008,1.4049548232000006,0.9369887955182072,0.9976330532212885,0.7057736720554276,17.0,0.6965573255574673,17.0,0.9338565038030404,0.9976232528964333,0.04111492460232673,8.0,0.00747353889535156,0.9093284298171044,gbdt
11,CatBoost,openml__analcatdata_boxing1__3540,0.7916666666666667,0.8,0.16808023750000034,0.42834311799999963,0.575,0.8416666666666668,0.8437499999999998,3.0,0.8437499999999998,3.0,0.575,0.8416666666666668,0.047081515415778534,2.0,0.4475763563687602,3.317488542954746,gbdt
12,CatBoost,openml__analcatdata_chlamydia__3739,0.9,0.93,0.28940546799999994,0.408898043099999,0.74,0.9400000000000001,0.95,2.0,0.95,2.0,0.74,0.9400000000000001,0.011893845642701364,5.0,0.16422154191415753,8.30463061222827,gbdt
13,CatBoost,openml__analcatdata_dmft__3560,0.1950158227848101,0.2070886075949367,1.2762759265000057,1.8588638349999935,0.17191455696202532,0.24335443037974686,0.49235880398671056,12.0,0.37142812061834224,15.0,0.1593779326250816,0.2245984468170374,0.0069385349955932004,2.0,1.759145862947913,2.0844000887243874,gbdt
